IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
1,12002515989,71129966209,74544445,MIDI UC01 SYECH QURO WADAS,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SYECH QURO WADAS RT 001/004 DS. BUAH ASEM,KEL KARYAMUKTI KEC LEMAH ABANG,KARAWANG,1999228105,'001999228105,2.00711E+14,,,,,10398786,15165403,20031447,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.51.961000000 PM
2,12002515989,71129966209,74544446,MIDI UC01 SYECH QURO WADAS,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SYECH QURO WADAS RT 001/004 DS. BUAH ASEM,KEL KARYAMUKTI KEC LEMAH ABANG,KARAWANG,1999228105,'001999228105,2.00711E+14,,,,,10398787,15165404,20031448,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.51.975000000 PM
3,12002516001,71133304806,74577765,MIDI UC02 SOMERSET,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KAV SOMERSET N BLOK N 08 NO 003,KEL KOTA WISATA KEC CIBUBUR,JAKARTA TIMUR,1999228770,'001999228770,2.00711E+14,,,,,10400968,15165304,20033063,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.38.324000000 AM
4,12002516009,71129966302,74544449,MIDI MH91 SETU PUSPITEK,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA MUNCUL CIPUTAT RT.015 RW.04,KEL. SETU KEC. SETU,TANGERANG SELATAN,1999228685,'001999228685,2.00711E+14,,,,,10400623,14289409,20031451,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.52.568000000 PM
5,12002516014,71129966495,74544452,MIDI SA26 JOMBANG,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL JOMBANG RAYA NO 88, RT 03/RW 02",KEL. JOMBANG KEC. CIPUTAT,TANGERANG SELATAN,1999228383,'001999228383,2.00711E+14,,,,,10399660,14266803,20031454,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.53.209000000 PM
6,12002516014,71129966495,74544453,MIDI SA26 JOMBANG,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL JOMBANG RAYA NO 88, RT 03/RW 02",KEL. JOMBANG KEC. CIPUTAT,TANGERANG SELATAN,1999228383,'001999228383,2.00711E+14,,,,,10399659,14266802,20031455,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.53.221000000 PM
7,12002516018,71133305057,74577770,MIDI SH02 KERTAMUKTI,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KERTAMUKTI NO. 10,KEL PISANGAN KEC CIPUTAT TIMUR,TANGERANG SELATAN,1999228745,'001999228745,2.00711E+14,,,,,10400894,14279304,20033269,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.39.676000000 AM
8,12002516019,71133305150,74577773,MIDI UC04 GREEN VILLAGE,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM CLUSTER KARAWANG GREEN VILLAGE BLOK OG,"NO 6,7,8 KEL SUKALUYU KEC TELUK JAMBE TIMUR",KARAWANG,1999228102,'001999228102,2.00711E+14,,,,,10398777,15165002,20033068,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.40.516000000 AM
9,12002516019,71133305150,74577774,MIDI UC04 GREEN VILLAGE,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM CLUSTER KARAWANG GREEN VILLAGE BLOK OG,"NO 6,7,8 KEL SUKALUYU KEC TELUK JAMBE TIMUR",KARAWANG,1999228102,'001999228102,2.00711E+14,,,,,10398778,15165003,20033069,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.40.527000000 AM
10,12002516046,71133305243,74577777,MIDI UC08 GEMPOL,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. GEMPOL BANYUSARI,KEL. GEMPOL KEC. BANYUSARI,KARAWANG,1999228112,'001999228112,2.00711E+14,,,,,10398808,15166203,20033072,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.41.250000000 AM
11,12002516094,71129349399,74538758,PT TAMAN TELAGA MAS MBL,Karangasem (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,KEL MUNCAN,KEC SELAT,KARANGASEM,,'001999228568,,,,,,,8538523,,,,,,SINGLE BNI,07-JAN-23 05.21.46.238000000 PM
12,12002516105,71129349585,74538761,BALI FARMER MBL,Gianyar (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,BR. PATAS,DESA TARO KEC. TEGALALANG,GIANYAR,,'001999228108,,,,,,,8539023,,,,,,SINGLE BNI,05-JAN-23 09.52.37.293000000 PM
13,12002516122,71130163991,74546881,BAKPIA MUTIARA GEMBIRALOK,Yogyakarta (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL KEBUN RAYA NO.1F RT17/6,KEL REJOWINANGUN KEC KOTAGEDE,YOGYAKARTA,,'001999228107,,,,,,,17438023,,,,,,SINGLE BNI,05-JAN-23 09.16.54.377000000 PM
14,12002516125,71130164049,74546882,BAKPIA MUTIARA HARTONO,Sleman (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,RUKO PANDA JL RINGROAD UTARA NO.14,"CONDONGCATUR, DEPOK",SLEMAN,,'001999228110,,,,,,,17438123,,,,,,SINGLE BNI,05-JAN-23 09.16.11.893000000 PM
15,12002516127,71129354414,74538890,BAKPIA MUTIARA PRAMBANAN,Klaten (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,JL RAYA SOLO-YOGYAKARTA KM 17 RT 18/5,KEL TLOGO KEC PRAMBANAN,KLATEN,,'001999228771,,,,,,,17438223,,,,,,SINGLE BNI,04-JAN-23 05.05.24.457000000 PM
16,12002516130,71130164421,74546886,BEAUTY LINE SEMINYAK MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL KAYU JATI NO 8 (SEMINYAK VILLAGE LT 1),KEL SEMINYAK KEC KUTA,BADUNG,,'001999228772,,,,,,,8535223,,,,,,SINGLE BNI,05-JAN-23 04.08.01.926000000 PM
17,12002516133,71130164700,74546889,MM-PO9 MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL. POPPIES II NO. 541,KEL LEGIAN KEC KUTA,BADUNG,,'001999228117,,,,,,,8527523,,,,,,SINGLE BNI,05-JAN-23 09.15.29.384000000 PM
18,12002516135,71129966588,74544456,MIDI SH61 RAWA BUNTU,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA CIATER BARAT RT. 003 RW. 001,KEL. CIATER KEC. SERPONG,TANGERANG SELATAN,1999228568,'001999228116,2.00711E+14,,,,,10400271,14280802,20031458,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.53.794000000 PM
19,12002516136,71130164893,74546890,MM-BN7 MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL. BENESARI,KEL LEGIAN KEC KUTA,BADUNG,,'001999228122,,,,,,,8527623,,,,,,SINGLE BNI,06-JAN-23 03.41.00.335000000 PM
20,12002516138,71129349771,74538764,THE BALI MENJANGAN VILLA MBL,Buleleng (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,BANJAR DINAS PALASARI,DESA PEMUTERAN KEC GEROKGAK,BULELENG,,'001999228121,,,,,,,8529023,,,,,,SINGLE BNI,05-JAN-23 04.27.02.994000000 PM
21,12002516139,71129349864,74538765,UBUD HORSE STABLES MBL,Gianyar (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL BANJAR TIMBUL,DESA PUPUAN KEC TEGALALANG,GIANYAR,,'001999228121,,,,,,,8528523,,,,,,SINGLE BNI,05-JAN-23 04.27.22.973000000 PM
22,12002516142,71130165044,74546892,NUSA PARAGLIDING MBL,Klungkung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,DUSUN WATAS,DESA TANGLAD KEC NUSA PENIDA,KLUNGKUNG,,'001999228120,,,,,,,8510023,,,,,,SINGLE BNI,08-JAN-23 07.43.24.314000000 PM
23,12002516144,71130165230,74546894,GILI EMERGENCY MBL,Lombok Utara (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,DUSUN GILI AIR,DESA GILI INDAH KEC PEMENANG,LOMBOK UTARA,,'001999228120,,,,,,,8542923,,,,,,SINGLE BNI,17-JAN-23 04.42.14.272000000 PM
24,12002516145,71130165323,74546895,BEAUTY LINE DISCOVERY MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL KARTIKA PLAZA (DISCOVERY SHOPING MALL LT 1),KEL KUTA KEC KUTA,BADUNG,,'001999228130,,,,,,,8535323,,,,,,SINGLE BNI,06-JAN-23 09.17.27.070000000 PM
25,12002516149,71129966681,74544459,MIDI UC13 GORONTALO,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. GORONTALO RAYA A21 RT 012 RW 4,KEL SUNGAI BAMBU KEC TANJUNG PRIOK,JAKARTA UTARA,1999228108,'001999228130,2.00711E+14,,,,,10398797,15165804,20031461,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.54.392000000 PM
26,12002516150,71130165416,74546896,DAMMAR SEMINYAK 2 MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL. KAYU JATI NO. 8,SEMINYAK (SEMINYAK VILLAGE LT 1),BADUNG,,'001999228130,,,,,,,8535723,,,,,,SINGLE BNI,06-JAN-23 03.46.51.673000000 PM
27,12002516151,71129350248,74538772,DELICIOUS MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,3.73E+19,DELICIOUS MBL NO 77B AREA NAKULA,KEC KUTA,BADUNG,,'001999228124,,,,,,,8536823,,,,,,SINGLE BNI,10-FEB-23 10.57.06.263000000 PM
28,12002516155,71130165795,74546899,MM-LG5 MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL RAYA LEGIAN,KEC KUTA,BADUNG,,'001999228123,,,,,,,8527423,,,,,,SINGLE BNI,05-JAN-23 09.12.39.025000000 PM
29,12002516156,71130166039,74546908,WIRA BAN MBL,Denpasar (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL SESETAN NO 186,DENPASAR,,,'001999228123,,,,,,,8542623,,,,,,SINGLE BNI,06-JAN-23 04.30.31.267000000 PM
30,12002516158,71130166318,74546911,BALI TEAKY 2 MBL,Gianyar (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL. RAYA UBUD BR. TAMAN KAJA,KEC UBUD,GIANYAR,,'001999228126,,,,,,,8541423,,,,,,SINGLE BNI,06-JAN-23 04.40.33.305000000 PM
31,12002516160,71130166697,74546914,MADE'S BAKERY MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL MELANG KAJA NO 17,KEL KUTUH KEC JIMBARAN,BADUNG,,'001999228126,,,,,,,8540023,,,,,,SINGLE BNI,06-JAN-23 04.48.04.955000000 PM
32,12002516162,71133305336,74577779,MIDI UC15 ROYAL PARK,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA BANTAR GEBANG KAVLING BLOK BR .1,"NO, 5,6,7,8  KEL. PADURENAN KEC. MUSTIKA JAYA",BEKASI,1999228107,'001999228133,2.00711E+14,,,,,10398792,15165602,20033074,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.41.975000000 AM
33,12002516163,71133305429,74577783,MIDI UC17 PASIR GOMBONG,Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA PASIR GOMBONG ( INDUSTRI JABABEKA ),KP. GOMBONG RT. 02/ 05  DUSUN III,"DESA PASIR GOMBONG KEC. CIKARANG UTARA, BEKASI",1999228110,'001999228127,2.00711E+14,,,,,10398802,15166104,20033078,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.42.715000000 AM
34,12002516165,71133305522,74577787,MIDI UC20 PECENONGAN ( F ),Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KEDASIH RAYA NO. 93,KEC CIKARANG UTARA,BEKASI,1999228771,'001999228131,2.00711E+14,,,,,10400972,15165704,20033082,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.43.389000000 AM
35,12002516166,71133305615,74577789,MIDI UC21 RAWA KALONG,Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RAWA KALONG DESA KARANG SATRIA NO 3 RT 05/04,"KEL. KARANG SATRIA, KEC. TAMBUN UTARA",BEKASI,1999228772,'001999228138,2.00711E+14,,,,,10400974,15165903,20033084,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.44.033000000 AM
36,12002516167,71133305708,74577792,MIDI UC26 PEDURENAN,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA BANTAR GEBANG-SETU,KEL. PEDURENAN KEC. MUSTIKA JAYA,BEKASI,1999228117,'001999228132,2.00711E+14,,,,,10398823,15166403,20033087,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.44.754000000 AM
37,12002516168,71133305801,74577795,MIDI UC27 SUKARAYA,Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP. PULO RT. 008/ 003,DESA SUKARAYA KEC KARANG BAHAGIA,BEKASI,1999228116,'001999228132,2.00711E+14,,,,,10398820,15166303,20033090,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.45.432000000 AM
38,12002516169,71133305994,74577798,MIDI UC32 RAYA PERTENGAHAN,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA PERTENGAHAN NO. 22 RT. 003/ 07,KEL. CIJANTUNG KEC. PASAR REBO,JAKARTA TIMUR,1999228122,'001999228142,2.00711E+14,,,,,10398838,15166703,20033093,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.46.136000000 AM
39,12002533894,71133306052,74577800,MIDI UC36 MUTIARA BEKASI JAYA,Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM MUTIARA BEKASI JAYA RUKO PELANGI,"BLOK P1/01, P1/02, RT 006/009 DESA SINDANGMULYA","KEC CIBARUSAH, BEKASI",1999228121,'001999228128,2.00711E+14,,,,,10398834,15166602,20033095,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.46.829000000 AM
40,12002533894,71133306052,74577802,MIDI UC36 MUTIARA BEKASI JAYA,Bekasi (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PERUM MUTIARA BEKASI JAYA RUKO PELANGI,"BLOK P1/01, P1/02, RT 006/009 DESA SINDANGMULYA","KEC CIBARUSAH, BEKASI",1999228121,'001999228134,2.00711E+14,,,,,10398836,15166604,20033097,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.46.855000000 AM
41,12002533895,71133306145,74577804,MIDI UC37 MATAHARI,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATAHARI RAYA NO. 1 BLOK 417/418,KEL. JAKASETIA  KEC. BEKASI SELATAN,BEKASI,1999228120,'001999228047,2.00711E+14,,,,,10398832,15166503,20033099,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.47.594000000 AM
42,12002533895,71133306145,74577805,MIDI UC37 MATAHARI,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATAHARI RAYA NO. 1 BLOK 417/418,KEL. JAKASETIA  KEC. BEKASI SELATAN,BEKASI,1999228120,'001999228047,2.00711E+14,,,,,10398833,15166504,20033100,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.47.604000000 AM
43,12002533899,71133306238,74577806,MIDI UC39 IR. JUANDA,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. IR. JUANDA NO. 143 RT. 005/ 001,KEL. BEKASI JAYA KEC. BEKASI TIMUR,BEKASI,1999228130,'001999228050,2.00711E+14,,,,,10398861,15167302,20033101,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.59.133000000 AM
44,12002533899,71133306238,74577807,MIDI UC39 IR. JUANDA,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. IR. JUANDA NO. 143 RT. 005/ 001,KEL. BEKASI JAYA KEC. BEKASI TIMUR,BEKASI,1999228130,'001999228050,2.00711E+14,,,,,10398862,15167303,20033102,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.59.147000000 AM
45,12002533899,71133306238,74577808,MIDI UC39 IR. JUANDA,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. IR. JUANDA NO. 143 RT. 005/ 001,KEL. BEKASI JAYA KEC. BEKASI TIMUR,BEKASI,1999228130,'001999228050,2.00711E+14,,,,,10398863,15167304,20033103,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.59.158000000 AM
46,12002533906,71133306331,74577809,MIDI UC40 KEMUNING,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA KEMUNING RT 004 RW 005,KEL. BOJONG MENTENG KEC. RAWALUMBU,BEKASI,1999228124,'001999228277,2.00711E+14,,,,,10398843,15166903,20033104,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.00.170000000 AM
47,12002533914,71133306424,74577812,MIDI UC43 RAYA TENGAH 2,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA TENGAH NO. 19 RT. 008/ 008,KEL. GEDONG KEC. PASAR REBO,JAKARTA TIMUR,1999228123,'001999228277,2.00711E+14,,,,,10398840,15166802,20033107,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.00.782000000 AM
48,12002533914,71133306424,74577814,MIDI UC43 RAYA TENGAH 2,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA TENGAH NO. 19 RT. 008/ 008,KEL. GEDONG KEC. PASAR REBO,JAKARTA TIMUR,1999228123,'000100215901769,2.00711E+14,,,,,10398842,15166804,20033109,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.00.808000000 AM
49,12002533920,71133306517,74577815,MIDI UC45 RAYA KRANGGAN,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA KRANGGAN RT. 005/ 009,KEL. JATI RADEN KEC. JATI SAMPURNA,BEKASI,1999228126,'000100215901770,2.00711E+14,,,,,10398849,15167002,20033110,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.01.505000000 AM
50,12002533920,71133306517,74577816,MIDI UC45 RAYA KRANGGAN,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA KRANGGAN RT. 005/ 009,KEL. JATI RADEN KEC. JATI SAMPURNA,BEKASI,1999228126,'000100215901593,2.00711E+14,,,,,10398850,15167003,20033111,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.01.519000000 AM
51,12002533921,71133306610,74577820,MIDI UC47 KP. ASEM,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. ASEM RAYA KP. CIKETING RT 001 RW 006,KEL. MUSTIKA JAYA KEC. MUSTIKA JAYA,BEKASI,1999228133,'000100212900876,2.00711E+14,,,,,10398872,15167604,20033115,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.02.243000000 AM
52,12002533932,71133306703,74577821,MIDI UC48 BUARAN [BRN],Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TAMAN BUARAN INDAH BLOK B NO.22 RT. 001/012,KEL. KLENDER KEC. DUREN SAWIT,JAKARTA TIMUR,1999228127,'000100212900876,2.00711E+14,,,,,10398852,15167102,20033116,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.02.955000000 AM
53,12002533945,71133306896,74577825,MIDI UC50 PROKLAMASI KARAWANG,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RAYA TANJUNG MEKAR - RENGASDENGKLOK,RT 003 RW 004 KEL TANJUNG MEKAR,"KEC KARAWANG BARAT, KARAWANG",1999228131,'000100215901594,2.00711E+14,,,,,10398865,15167403,20033120,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.03.764000000 AM
54,12002533952,71133306989,74577827,MIDI UC51 NUSANTARA 2,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. NUSANTARA RAYA NO. 17-18 RT 004 RW 009,KEL. AREN JAYA KEC. BEKASI TIMUR,BEKASI,1999228138,'000100215901594,2.00711E+14,,,,,10398885,15168002,20033272,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.04.510000000 AM
55,12002533954,71129966867,74544464,MIDI UC52 TELUK JAMBE,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA TELUK JAMBE RT. 003/ 001,DESA TELUK JAMBE  KEC. TELUK JAMBE,KARAWANG,1999228132,'000100215901771,2.00711E+14,,,,,10398868,15167503,20031466,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.55.609000000 PM
56,12002533954,71129966867,74544465,MIDI UC52 TELUK JAMBE,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA TELUK JAMBE RT. 003/ 001,DESA TELUK JAMBE  KEC. TELUK JAMBE,KARAWANG,1999228132,'000100215901591,2.00711E+14,,,,,10398869,15167504,20031467,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.55.619000000 PM
57,12002533956,71133307047,74577832,MIDI UC53 CHAIRIL ANWAR,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL KP RAWA SEMUT RT 003/012,KEL MARGAHAYU KEC. BEKASI TIMUR,BEKASI,1999228142,'000100215901605,2.00711E+14,,,,,10398899,15168404,20033277,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.05.323000000 AM
58,12002533959,71133307140,74577834,MIDI UC54 PLUMPANG SEMPER,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA125838,JL.PLUMPANG SEMPER NO.34 RT 003 RW 004,KEL.TUGU SELATAN KEC.KOJA,JAKARTA UTARA,1999228128,'000100215901772,2.00711E+14,,,,,10398856,12087903,20033123,,,,,SHARING BMRI-BRI-BNI-BTN,13-MAR-23 11.21.28.550000000 PM
59,12002534016,71133307233,74577838,MIDI UC55 JATIWARINGIN RAYA,Bekasi (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA JATIWARINGIN 48 CEMPAKA,KEC PONDOK GEDE,BEKASI,1999228134,'000100215901773,2.00711E+14,,,,,10398875,15167705,20033127,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.23.06.715000000 AM
60,12002511581,71129964691,74544402,MIDI SC35 RENGAS DENGKLOK,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RY RENGAS DENGKLOK RT 29 RW 06,KEC RENGAS DENGKLOK,KARAWANG,1999228047,'000100215901773,2.00711E+14,,,,,10398613,15161703,20031403,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.32.612000000 PM
61,12002511581,71129964691,74544403,MIDI SC35 RENGAS DENGKLOK,Karawang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RY RENGAS DENGKLOK RT 29 RW 06,KEC RENGAS DENGKLOK,KARAWANG,1999228047,'000100215901614,2.00711E+14,,,,,10398614,15161723,20031404,,,,,SHARING BMRI-BRI-BNI-BTN,04-JAN-23 01.50.32.624000000 PM
62,12002511585,71133303253,74577715,MIDI SC38 GONGSENG,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA GONGSENG NO.7 RT 011 RW 011,KEL. CIJANTUNG KEC PASAR REBO,JAKARTA SELATAN,1999228050,'000100215901614,2.00711E+14,,,,,10398621,15161802,20033041,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.22.17.072000000 AM
