12002513658,71129965593,74544428,MIDI SC84 SWASEMBADA,Jakarta Utara (Kota Administrasi),,10:14.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SWASEMBADA BARAT XIIINO.70 RT. 008/014,KEL KEBON BAWANG KEC TANJUNG PRIOK,JAKARTA UTARA,1999228763,1.00213E+11,2.00711E+14,,,,,10400946,12087702,20031429,,,,,SHARING BMRI-BRI-BNI-BTN
12002513658,71129965593,74544429,MIDI SC84 SWASEMBADA,Jakarta Utara (Kota Administrasi),,10:14.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SWASEMBADA BARAT XIIINO.70 RT. 008/014,KEL KEBON BAWANG KEC TANJUNG PRIOK,JAKARTA UTARA,1999228763,1.00213E+11,2.00711E+14,,,,,10400947,12087703,20031430,,,,,SHARING BMRI-BRI-BNI-BTN
12002513658,71129965593,74544430,MIDI SC84 SWASEMBADA,Jakarta Utara (Kota Administrasi),,10:14.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SWASEMBADA BARAT XIIINO.70 RT. 008/014,KEL KEBON BAWANG KEC TANJUNG PRIOK,JAKARTA UTARA,1999228763,1.00213E+11,2.00711E+14,,,,,10400948,12087723,20031431,,,,,SHARING BMRI-BRI-BNI-BTN
12002513669,71129965872,74544433,MIDI SC85 LUBANG BUAYA,Jakarta Timur (Kota Administrasi),,16:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.LUBANG BUAYA RT 01 / 05,KEL LUBANG BUAYA KEC CIPAYUNG,JAKARTA TIMUR,1999228057,1.00216E+11,2.00711E+14,,,,,10398642,15162103,20031432,,,,,SHARING BMRI-BRI-BNI-BTN
12002513669,71129965872,74544434,MIDI SC85 LUBANG BUAYA,Jakarta Timur (Kota Administrasi),,16:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.LUBANG BUAYA RT 01 / 05,KEL LUBANG BUAYA KEC CIPAYUNG,JAKARTA TIMUR,1999228057,1.00216E+11,2.00711E+14,,,,,10398643,15162123,20031433,,,,,SHARING BMRI-BRI-BNI-BTN
12002513669,71129965872,74544435,MIDI SC85 LUBANG BUAYA,Jakarta Timur (Kota Administrasi),,16:55.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.LUBANG BUAYA RT 01 / 05,KEL LUBANG BUAYA KEC CIPAYUNG,JAKARTA TIMUR,1999228057,1.00216E+11,2.00711E+14,,,,,10398644,15162124,20031434,,,,,SHARING BMRI-BRI-BNI-BTN
12002513674,71129975869,74544741,MIDI SC88 CONDET RAYA 2,Jakarta Timur (Kota Administrasi),,22:11.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA CONDET NO. 7 RT 13/03,KEL BATU AMPAR KEC KRAMAT JATI,JAKARTA TIMUR,1999228060,1.00216E+11,2.00711E+14,,,,,10398651,15162302,20031435,,,,,SHARING BMRI-BRI-BNI-BTN
12002513674,71129975869,74544742,MIDI SC88 CONDET RAYA 2,Jakarta Timur (Kota Administrasi),,22:11.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA CONDET NO. 7 RT 13/03,KEL BATU AMPAR KEC KRAMAT JATI,JAKARTA TIMUR,1999228060,1.00216E+11,2.00711E+14,,,,,10398652,15162303,20031436,,,,,SHARING BMRI-BRI-BNI-BTN
12002513674,71129975869,74544743,MIDI SC88 CONDET RAYA 2,Jakarta Timur (Kota Administrasi),,22:11.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA CONDET NO. 7 RT 13/03,KEL BATU AMPAR KEC KRAMAT JATI,JAKARTA TIMUR,1999228060,1.00216E+11,2.00711E+14,,,,,10398653,15162323,20031437,,,,,SHARING BMRI-BRI-BNI-BTN
12002513688,71133304248,74577746,MIDI SC91 PERUM KARAWANG,Karawang (Kab),,32:59.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.PERUMNAS BUMI TELUK JAMBE BLOK B NO 9B-9C,RT 003/12,KARAWANG,,,,,,,,,,,,,,,SINGLE BMRI
12002513688,71133304248,74577747,MIDI SC91 PERUM KARAWANG,Karawang (Kab),,32:59.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.PERUMNAS BUMI TELUK JAMBE BLOK B NO 9B-9C,RT 003/12,KARAWANG,,,,,,,,,,,,,,,SINGLE BMRI
12002513688,71133304248,74577748,MIDI SC91 PERUM KARAWANG,Karawang (Kab),,32:59.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.PERUMNAS BUMI TELUK JAMBE BLOK B NO 9B-9C,RT 003/12,KARAWANG,,,,,,,,,,,,,,,SINGLE BMRI
12002513688,71133304248,,MIDI SC91 PERUM KARAWANG,Karawang (Kab),Approved,32:59.0,Partial Approval Completed,,,,,,,JL.PERUMNAS BUMI TELUK JAMBE BLOK B NO 9B-9C,RT 003/12,KARAWANG,,,,,,,,,,,,,,,
12002513691,71129965965,74544436,MIDI SC95 STASIUN CIKAMPEK,Karawang (Kab),,39:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL STASIUN LAMA CIKAMPEK NO 37 RT 02 RW 03,DESA CIKAMPEK UTARA,KARAWANG,1999228061,1.00216E+11,2.00711E+14,,,,,10398654,15162402,20031438,,,,,SHARING BMRI-BRI-BNI-BTN
12002513691,71129965965,74544437,MIDI SC95 STASIUN CIKAMPEK,Karawang (Kab),,39:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL STASIUN LAMA CIKAMPEK NO 37 RT 02 RW 03,DESA CIKAMPEK UTARA,KARAWANG,1999228061,1.00216E+11,2.00711E+14,,,,,10398655,15162403,20031439,,,,,SHARING BMRI-BRI-BNI-BTN
12002513691,71129965965,74544438,MIDI SC95 STASIUN CIKAMPEK,Karawang (Kab),,39:13.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL STASIUN LAMA CIKAMPEK NO 37 RT 02 RW 03,DESA CIKAMPEK UTARA,KARAWANG,1999228061,1.00216E+11,2.00711E+14,,,,,10398656,15162423,20031440,,,,,SHARING BMRI-BRI-BNI-BTN
12002513698,71133304341,74577749,MIDI SC96 MATRAMAN RAYA,Jakarta Timur (Kota Administrasi),,45:48.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATRAMAN RAYA NO. 33,KEL PALMERAH KEC MATRAMAN,JAKARTA TIMUR,,,,,,,,,,,,,,,SINGLE BMRI
12002513698,71133304341,74577750,MIDI SC96 MATRAMAN RAYA,Jakarta Timur (Kota Administrasi),,45:48.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATRAMAN RAYA NO. 33,KEL PALMERAH KEC MATRAMAN,JAKARTA TIMUR,,,,,,,,,,,,,,,SINGLE BMRI
12002513698,71133304341,74577751,MIDI SC96 MATRAMAN RAYA,Jakarta Timur (Kota Administrasi),,45:48.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MATRAMAN RAYA NO. 33,KEL PALMERAH KEC MATRAMAN,JAKARTA TIMUR,,,,,,,,,,,,,,,SINGLE BMRI
12002513698,71133304341,,MIDI SC96 MATRAMAN RAYA,Jakarta Timur (Kota Administrasi),Approved,45:48.0,Partial Approval Completed,,,,,,,JL. MATRAMAN RAYA NO. 33,KEL PALMERAH KEC MATRAMAN,JAKARTA TIMUR,,,,,,,,,,,,,,,
12002513903,71129966023,74544439,MIDI SH01 UTAN PANJANG,Jakarta Pusat (Kota Administrasi),,14:35.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MAHONI NO. 197 RT. 012 RW. 02,KEL BUNGUR KEC SENEN,JAKARTA PUSAT,1999228283,1.00216E+11,2.00711E+14,,,,,10399320,15177402,20031441,,,,,SHARING BMRI-BRI-BNI-BTN
